4	10	4	0	0	5	0	32
4	11	4	0	0	5	0	1
4	12	4	0	0	5	0	2
4	13	4	0	0	5	0	4
4	14	4	0	0	5	0	8
4	15	4	0	0	5	0	16
4	16	4	0	0	5	0	32
4	17	4	0	0	5	0	1
end

//////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
// 		Scepters												//
//////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

3
2	0	4	0	0	5	0	16
2	1	4	0	0	5	0	32
2	2	4	0	0	5	0	1
2	3	4	0	0	5	0	2
2	4	4	0	0	5	0	4
2	5	4	0	0	5	0	8
2	6	4	0	0	5	0	16
2	7	4	0	0	5	0	32
2	8	4	0	0	5	0	1
2	9	4	0	0	5	0	2
2	10	4	0	0	5	0	4
2	11	4	0	0	5	0	8

2	0	4	0	0	5	0	32
2	1	4	0	0	5	0	1
2	2	4	0	0	5	0	2
2	3	4	0	0	5	0	4
2	4	4	0	0	5	0	8
2	5	4	0	0	5	0	16
2	6	4	0	0	5	0	32
2	7	4	0	0	5	0	1
2	8	4	0	0	5	0	2
2	9	4	0	0	5	0	4
2	10	4	0	0	5	0	8
2	11	4	0	0	5	0	16

2	0	4	0	0	5	0	32
2	1	4	0	0	5	0	1
2	2	4	0	0	5	0	2
2	3	4	0	0	5	0	4
2	4	4	0	0	5	0	8
2	5	4	0	0	5	0	16
2	6	4	0	0	5	0	32
2	7	4	0	0	5	0	1
2	8	4	0	0	5	0	2
2	9	4	0	0	5	0	4
2	10	4	0	0	5	0	8
2	11	4	0	0	5	0	16
end

//////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
// 		Sticks													//
//////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

4
5	14	4	0	0	5	0	16
5	15	4	0	0	5	0	32
5	16	4	0	0	5	0	1
5	17	4	0	0	5	0	2
5	18	4	0	0	5	0	4

5	14	4	0	0	5	0	32
5	15	4	0	0	5	0	1
5	16	4	0	0	5	0	2
5	17	4	0	0	5	0	4
5	18	4	0	0	5	0	8

5	14	4	0	0	5	0	1
5	15	4	0	0	5	0	2
5	16	4	0	0	5	0	4
5	17	4	0	0	5	0	8
5	18	4	0	0	5	0	16

end
